test_id,failure_date,module,device,os_version,severity,error_type,resolved
T0143,2025-11-18,OTP,iPhone 15,iOS 18,CRITICAL,AuthError,0
T0817,2025-02-09,Authentication,Samsung S24,Android 15,HIGH,TimeoutError,0
T0903,2025-01-03,Transaction,iPhone 12,iOS 17,MEDIUM,TimeoutError,1
T0043,2025-08-24,FraudDetection,iPhone 14,iOS 17,HIGH,AuthError,1
T0727,2025-11-18,Authentication,iPhone 12,iOS 17,MEDIUM,AssertionError,0
T0669,2025-01-18,OTP,iPhone 14,iOS 17,CRITICAL,TimeoutError,0
T0369,2025-10-22,Authorization,iPhone 15,iOS 18,CRITICAL,NetworkError,1
T0247,2025-03-07,Transaction,Pixel 7,Android 14,MEDIUM,ValueError,1
T0741,2025-08-01,AccountSecurity,iPhone 15,iOS 18,HIGH,TimeoutError,0
T0560,2025-09-08,Transaction,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0278,2025-04-28,Payment,Samsung S24,Android 15,MEDIUM,AuthError,1
T0830,2025-10-25,AccountSecurity,Samsung A54,Android 14,HIGH,AuthError,1
T0970,2025-10-20,Authorization,Samsung A54,Android 14,HIGH,AuthError,0
T0511,2025-08-07,UPI,Pixel 8,Android 15,MEDIUM,ValueError,1
T0865,2025-04-20,Transaction,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0788,2025-12-18,FraudDetection,Samsung A54,Android 14,HIGH,AssertionError,1
T0541,2025-04-07,Authentication,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0855,2025-02-28,Authentication,Samsung A34,Android 13,CRITICAL,ValueError,1
T0645,2025-06-21,Payment,Samsung A54,Android 14,CRITICAL,NetworkError,1
T0617,2025-02-09,OTP,Samsung A34,Android 13,HIGH,AssertionError,0
T0357,2025-03-09,Authorization,Samsung A34,Android 13,MEDIUM,AssertionError,1
T0876,2025-05-24,FraudDetection,Samsung A34,Android 13,CRITICAL,ValueError,1
T0576,2025-08-18,Payment,Pixel 7,Android 14,MEDIUM,AssertionError,0
T0678,2025-10-18,Payment,Samsung A54,Android 14,CRITICAL,ValueError,1
T0456,2025-08-22,UPI,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0572,2025-01-19,AccountSecurity,Samsung S24,Android 15,HIGH,ValueError,0
T0577,2025-04-03,Transaction,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0187,2025-05-16,FraudDetection,Samsung A54,Android 14,MEDIUM,ValueError,1
T0878,2025-02-27,Transaction,Samsung S24,Android 15,MEDIUM,TimeoutError,1
T0689,2025-09-08,FraudDetection,Samsung A34,Android 13,HIGH,ValueError,1
T0252,2025-09-03,Authorization,Pixel 7,Android 14,CRITICAL,NullPointerException,1
T0312,2025-04-06,Payment,Samsung S24,Android 15,HIGH,TimeoutError,1
T0806,2025-12-06,AccountSecurity,Samsung A54,Android 14,MEDIUM,ValueError,0
T0098,2025-11-19,FraudDetection,iPhone 14,iOS 17,HIGH,AssertionError,1
T0497,2025-09-29,AccountSecurity,Pixel 8,Android 15,CRITICAL,AuthError,1
T0594,2025-11-06,Authentication,Samsung S24,Android 15,CRITICAL,TimeoutError,1
T0989,2025-02-19,Transaction,Pixel 8,Android 15,MEDIUM,ValueError,1
T0928,2025-01-09,Authentication,Samsung A34,Android 13,HIGH,AssertionError,0
T0589,2025-09-04,Transaction,Pixel 7,Android 14,CRITICAL,ValueError,0
T0143,2025-12-02,OTP,iPhone 15,iOS 18,HIGH,TimeoutError,1
T0739,2025-08-11,FraudDetection,iPhone 14,iOS 17,HIGH,AssertionError,1
T0308,2025-04-01,Authentication,iPhone 14,iOS 17,CRITICAL,TimeoutError,1
T0827,2025-03-16,OTP,Pixel 8,Android 15,CRITICAL,ValueError,1
T0217,2025-03-26,Authorization,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0016,2025-07-03,UPI,Samsung S24,Android 15,HIGH,AssertionError,0
T0669,2025-08-05,OTP,iPhone 14,iOS 17,CRITICAL,AuthError,0
T0130,2025-08-21,AccountSecurity,Samsung A34,Android 13,CRITICAL,AssertionError,0
T0247,2025-08-19,Transaction,Pixel 7,Android 14,HIGH,AssertionError,1
T0285,2025-07-07,Transaction,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0884,2025-01-04,Payment,iPhone 14,iOS 17,HIGH,TimeoutError,0
T0474,2025-08-25,Authentication,Pixel 7,Android 14,CRITICAL,TimeoutError,0
T0905,2025-04-27,Transaction,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0031,2025-05-30,OTP,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0285,2025-04-11,Transaction,iPhone 15,iOS 18,HIGH,ValueError,0
T0898,2025-01-21,OTP,iPhone 12,iOS 17,HIGH,NetworkError,0
T0283,2025-01-26,OTP,Pixel 8,Android 15,HIGH,AuthError,1
T0132,2025-03-30,Authorization,iPhone 12,iOS 17,MEDIUM,ValueError,0
T0884,2025-04-25,Payment,iPhone 14,iOS 17,HIGH,AuthError,1
T0328,2025-01-18,AccountSecurity,iPhone 12,iOS 17,MEDIUM,ValueError,0
T0761,2025-03-31,Authentication,Samsung A54,Android 14,MEDIUM,AssertionError,1
T0304,2025-09-28,FraudDetection,Pixel 7,Android 14,MEDIUM,ValueError,0
T0031,2025-01-24,OTP,Samsung A54,Android 14,MEDIUM,AuthError,1
T0402,2025-09-28,Authentication,Samsung S24,Android 15,HIGH,TimeoutError,1
T0647,2025-05-25,Payment,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0160,2025-10-19,AccountSecurity,iPhone 12,iOS 17,HIGH,AuthError,1
T0184,2025-04-19,Payment,Pixel 8,Android 15,CRITICAL,AssertionError,1
T0954,2025-12-07,UPI,Samsung S24,Android 15,HIGH,TimeoutError,0
T0350,2025-09-17,FraudDetection,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0712,2025-06-06,Authentication,Samsung A54,Android 14,CRITICAL,ValueError,1
T0394,2025-09-18,Transaction,Samsung A54,Android 14,HIGH,AuthError,1
T0826,2025-12-02,FraudDetection,Samsung A54,Android 14,MEDIUM,AuthError,1
T0047,2025-06-23,OTP,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0482,2025-09-22,Authentication,Pixel 7,Android 14,HIGH,ValueError,1
T0793,2025-10-03,OTP,Pixel 8,Android 15,MEDIUM,AuthError,0
T0421,2025-07-18,OTP,iPhone 14,iOS 17,HIGH,ValueError,1
T0213,2025-06-01,Authorization,iPhone 15,iOS 18,HIGH,NetworkError,0
T0234,2025-02-24,UPI,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0826,2025-03-08,FraudDetection,Samsung A54,Android 14,HIGH,TimeoutError,0
T0420,2025-08-31,AccountSecurity,Pixel 7,Android 14,HIGH,AuthError,0
T0707,2025-09-23,Authorization,Samsung S24,Android 15,HIGH,NullPointerException,1
T0529,2025-05-06,Authentication,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0246,2025-11-27,OTP,Pixel 8,Android 15,CRITICAL,NullPointerException,0
T0752,2025-08-02,FraudDetection,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0054,2025-02-25,Authentication,iPhone 15,iOS 18,HIGH,NullPointerException,0
T0379,2025-11-22,Payment,Samsung A34,Android 13,MEDIUM,AuthError,1
T0659,2025-03-18,Payment,iPhone 15,iOS 18,HIGH,ValueError,0
T0065,2025-03-27,Authorization,Pixel 7,Android 14,HIGH,TimeoutError,1
T0223,2025-08-17,AccountSecurity,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0652,2025-07-25,FraudDetection,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0505,2025-02-02,Payment,Samsung A54,Android 14,HIGH,NetworkError,1
T0963,2025-12-13,Authentication,Pixel 8,Android 15,CRITICAL,AuthError,0
T0618,2025-07-27,Payment,Samsung A54,Android 14,CRITICAL,AuthError,0
T0049,2025-06-26,Payment,iPhone 15,iOS 18,HIGH,NullPointerException,0
T0963,2025-06-10,Authentication,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0891,2025-05-06,Authentication,Samsung A34,Android 13,MEDIUM,AssertionError,1
T0206,2025-02-07,FraudDetection,iPhone 15,iOS 18,HIGH,NullPointerException,0
T0667,2025-08-09,AccountSecurity,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0223,2025-09-19,AccountSecurity,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0363,2025-01-14,Authorization,Pixel 8,Android 15,HIGH,NetworkError,0
T0601,2025-02-08,Authorization,Samsung A34,Android 13,CRITICAL,NullPointerException,0
T0920,2025-09-26,UPI,Pixel 8,Android 15,HIGH,TimeoutError,0
T0257,2025-06-27,UPI,iPhone 14,iOS 17,HIGH,ValueError,0
T0453,2025-11-15,Authorization,Samsung A34,Android 13,HIGH,AssertionError,0
T0867,2025-01-18,Authorization,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0162,2025-10-05,Transaction,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0615,2025-12-29,OTP,Samsung A34,Android 13,HIGH,NetworkError,0
T0895,2025-07-09,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0379,2025-04-17,Payment,Samsung A34,Android 13,HIGH,NullPointerException,1
T0099,2025-12-05,OTP,Pixel 8,Android 15,CRITICAL,ValueError,0
T0892,2025-11-02,Payment,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0091,2025-04-19,UPI,iPhone 15,iOS 18,MEDIUM,AssertionError,1
T0116,2025-09-04,Transaction,Samsung A34,Android 13,MEDIUM,ValueError,0
T0555,2025-11-04,FraudDetection,iPhone 12,iOS 17,CRITICAL,AuthError,0
T0515,2025-02-27,FraudDetection,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0206,2025-04-29,FraudDetection,iPhone 15,iOS 18,HIGH,AssertionError,0
T0931,2025-02-09,AccountSecurity,Samsung A54,Android 14,CRITICAL,NullPointerException,1
T0461,2025-12-14,Authentication,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0897,2025-05-29,Authentication,iPhone 15,iOS 18,MEDIUM,AuthError,0
T0219,2025-12-08,Authorization,iPhone 15,iOS 18,HIGH,AssertionError,0
T0089,2025-01-27,Payment,iPhone 12,iOS 17,HIGH,TimeoutError,0
T0982,2025-11-15,UPI,Pixel 7,Android 14,HIGH,ValueError,1
T0037,2025-08-11,Authentication,Pixel 7,Android 14,HIGH,AuthError,1
T0793,2025-01-23,OTP,Pixel 8,Android 15,HIGH,AuthError,1
T0421,2025-01-18,OTP,iPhone 14,iOS 17,CRITICAL,ValueError,1
T0345,2025-11-19,AccountSecurity,Samsung A34,Android 13,HIGH,ValueError,1
T0594,2025-08-12,Authentication,Samsung S24,Android 15,CRITICAL,NullPointerException,1
T0827,2025-04-18,OTP,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0423,2025-10-21,OTP,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0223,2025-08-19,AccountSecurity,Samsung A34,Android 13,MEDIUM,AuthError,1
T0276,2025-04-26,OTP,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0764,2025-02-09,AccountSecurity,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0553,2025-04-21,Payment,Samsung S24,Android 15,HIGH,NetworkError,0
T0790,2025-08-28,Authentication,iPhone 15,iOS 18,MEDIUM,AssertionError,1
T0674,2025-03-20,Payment,iPhone 12,iOS 17,MEDIUM,AssertionError,0
T0857,2025-01-29,Authentication,Samsung S24,Android 15,CRITICAL,AssertionError,1
T0682,2025-12-23,OTP,Samsung A54,Android 14,CRITICAL,ValueError,0
T0782,2025-12-29,Authorization,Samsung S24,Android 15,CRITICAL,NetworkError,0
T0179,2025-12-07,AccountSecurity,Pixel 7,Android 14,CRITICAL,ValueError,1
T0846,2025-09-02,AccountSecurity,iPhone 15,iOS 18,HIGH,NetworkError,1
T0326,2025-02-09,OTP,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0894,2025-03-23,UPI,iPhone 15,iOS 18,HIGH,NetworkError,0
T0420,2025-12-19,AccountSecurity,Pixel 7,Android 14,MEDIUM,NetworkError,1
T0986,2025-04-19,AccountSecurity,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0482,2025-08-13,Authentication,Pixel 7,Android 14,HIGH,TimeoutError,0
T0709,2025-08-30,Transaction,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0374,2025-01-07,UPI,iPhone 12,iOS 17,CRITICAL,AuthError,0
T0487,2025-02-11,Authorization,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0215,2025-06-15,UPI,Pixel 8,Android 15,CRITICAL,AuthError,1
T0802,2025-06-26,AccountSecurity,Samsung A34,Android 13,MEDIUM,AuthError,1
T0501,2025-10-04,OTP,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0910,2025-04-08,AccountSecurity,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0999,2025-01-25,Authorization,Samsung S24,Android 15,MEDIUM,AuthError,1
T0674,2025-08-18,Payment,iPhone 12,iOS 17,CRITICAL,ValueError,1
T0536,2025-06-29,FraudDetection,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0684,2025-12-18,FraudDetection,Samsung S24,Android 15,CRITICAL,TimeoutError,0
T0853,2025-06-28,OTP,Samsung S24,Android 15,HIGH,AuthError,1
T0326,2025-05-23,OTP,iPhone 15,iOS 18,CRITICAL,NullPointerException,1
T0577,2025-05-16,Transaction,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T0134,2025-02-28,Authorization,Samsung A54,Android 14,MEDIUM,AuthError,0
T0005,2025-07-09,OTP,Pixel 7,Android 14,HIGH,ValueError,1
T0920,2025-05-16,UPI,Pixel 8,Android 15,HIGH,NetworkError,0
T0381,2025-05-13,AccountSecurity,iPhone 15,iOS 18,HIGH,ValueError,1
T0610,2025-10-12,Authorization,Samsung A34,Android 13,CRITICAL,AuthError,1
T0839,2025-09-09,OTP,Samsung A34,Android 13,MEDIUM,ValueError,1
T0637,2025-06-15,OTP,Pixel 8,Android 15,CRITICAL,TimeoutError,1
T0350,2025-07-08,FraudDetection,iPhone 12,iOS 17,HIGH,TimeoutError,1
T0275,2025-09-03,Authentication,Pixel 8,Android 15,CRITICAL,ValueError,0
T0372,2025-12-08,FraudDetection,Pixel 7,Android 14,CRITICAL,ValueError,1
T0162,2025-02-07,Transaction,iPhone 15,iOS 18,HIGH,ValueError,1
T0025,2025-02-19,Payment,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0260,2025-03-10,Authentication,Samsung A34,Android 13,HIGH,AssertionError,0
T0351,2025-10-17,UPI,iPhone 12,iOS 17,HIGH,TimeoutError,0
T0565,2025-01-14,OTP,Samsung A54,Android 14,HIGH,ValueError,1
T0785,2025-08-02,FraudDetection,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0931,2025-06-23,AccountSecurity,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0593,2025-06-19,Payment,Samsung S24,Android 15,CRITICAL,ValueError,0
T0392,2025-10-26,AccountSecurity,Samsung S24,Android 15,CRITICAL,AssertionError,1
T0192,2025-07-14,Payment,Samsung S24,Android 15,HIGH,NullPointerException,1
T0618,2025-10-25,Payment,Samsung A54,Android 14,HIGH,NullPointerException,1
T0268,2025-05-30,OTP,iPhone 14,iOS 17,CRITICAL,TimeoutError,0
T0865,2025-09-11,Transaction,Samsung S24,Android 15,HIGH,ValueError,0
T0341,2025-01-23,FraudDetection,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0274,2025-04-19,AccountSecurity,iPhone 15,iOS 18,HIGH,AuthError,1
T0973,2025-12-13,Transaction,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0694,2025-06-04,Transaction,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0854,2025-05-07,UPI,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0244,2025-07-22,FraudDetection,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0338,2025-01-29,Transaction,Pixel 7,Android 14,CRITICAL,AssertionError,1
T0965,2025-11-28,Authorization,Samsung S24,Android 15,CRITICAL,NullPointerException,1
T0905,2025-10-03,Transaction,Samsung A34,Android 13,MEDIUM,AuthError,0
T0231,2025-10-11,Authentication,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0865,2025-07-03,Transaction,Samsung S24,Android 15,CRITICAL,NetworkError,1
T0157,2025-09-20,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0098,2025-05-06,FraudDetection,iPhone 14,iOS 17,HIGH,ValueError,0
T0679,2025-07-03,Authentication,Pixel 8,Android 15,HIGH,AuthError,1
T0025,2025-11-18,Payment,Samsung S24,Android 15,CRITICAL,NullPointerException,0
T0623,2025-07-04,OTP,Samsung A54,Android 14,HIGH,NullPointerException,1
T0164,2025-04-22,Authorization,iPhone 14,iOS 17,CRITICAL,NetworkError,1
T0129,2025-03-30,Authorization,iPhone 15,iOS 18,HIGH,ValueError,0
T0970,2025-12-06,Authorization,Samsung A54,Android 14,HIGH,NetworkError,1
T0515,2025-12-07,FraudDetection,iPhone 14,iOS 17,HIGH,AuthError,0
T0156,2025-04-13,OTP,Pixel 7,Android 14,MEDIUM,TimeoutError,1
T0504,2025-12-04,AccountSecurity,iPhone 15,iOS 18,CRITICAL,AuthError,1
T0931,2025-10-26,AccountSecurity,Samsung A54,Android 14,HIGH,NetworkError,0
T0765,2025-01-02,Authorization,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0397,2025-11-06,Authorization,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0959,2025-08-22,OTP,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0990,2025-05-06,Authentication,Pixel 7,Android 14,CRITICAL,AssertionError,0
T0039,2025-09-29,Transaction,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0300,2025-03-17,Payment,iPhone 14,iOS 17,HIGH,AuthError,1
T0146,2025-07-12,Authorization,Samsung A54,Android 14,HIGH,NetworkError,0
T0809,2025-11-16,OTP,Samsung A34,Android 13,CRITICAL,AssertionError,0
T0355,2025-08-07,Authorization,iPhone 12,iOS 17,CRITICAL,TimeoutError,1
T0044,2025-04-13,Payment,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0870,2025-09-30,FraudDetection,Samsung A54,Android 14,CRITICAL,ValueError,0
T0090,2025-05-04,OTP,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0948,2025-03-30,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0587,2025-03-07,FraudDetection,Pixel 8,Android 15,HIGH,NullPointerException,0
T0878,2025-01-28,Transaction,Samsung S24,Android 15,HIGH,TimeoutError,0
T0787,2025-01-12,FraudDetection,Pixel 7,Android 14,CRITICAL,TimeoutError,0
T0897,2025-06-28,Authentication,iPhone 15,iOS 18,HIGH,ValueError,1
T0907,2025-06-13,Transaction,Pixel 8,Android 15,CRITICAL,AuthError,0
T0072,2025-01-09,Authorization,Samsung A54,Android 14,HIGH,AssertionError,0
T0111,2025-06-14,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0752,2025-09-05,FraudDetection,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0511,2025-06-11,UPI,Pixel 8,Android 15,MEDIUM,AuthError,1
T0529,2025-08-04,Authentication,Pixel 7,Android 14,HIGH,NetworkError,0
T0234,2025-11-24,UPI,iPhone 12,iOS 17,MEDIUM,AssertionError,1
T0531,2025-10-28,OTP,iPhone 12,iOS 17,CRITICAL,AuthError,0
T0363,2025-04-19,Authorization,Pixel 8,Android 15,HIGH,ValueError,1
T0995,2025-06-06,AccountSecurity,iPhone 14,iOS 17,MEDIUM,AuthError,1
T0704,2025-01-12,AccountSecurity,iPhone 15,iOS 18,CRITICAL,NullPointerException,0
T0529,2025-10-27,Authentication,Pixel 7,Android 14,CRITICAL,NetworkError,0
T0164,2025-10-09,Authorization,iPhone 14,iOS 17,HIGH,TimeoutError,0
T0103,2025-09-16,FraudDetection,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0665,2025-08-29,FraudDetection,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0659,2025-03-23,Payment,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0806,2025-07-29,AccountSecurity,Samsung A54,Android 14,MEDIUM,TimeoutError,0
T0959,2025-10-16,OTP,Samsung A34,Android 13,MEDIUM,AssertionError,1
T0752,2025-06-16,FraudDetection,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0531,2025-08-11,OTP,iPhone 12,iOS 17,CRITICAL,AssertionError,1
T0915,2025-03-22,Payment,Pixel 7,Android 14,HIGH,AuthError,0
T0209,2025-01-18,OTP,Pixel 8,Android 15,MEDIUM,ValueError,0
T0206,2025-07-18,FraudDetection,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0450,2025-06-29,FraudDetection,iPhone 15,iOS 18,HIGH,AssertionError,1
T0251,2025-09-13,AccountSecurity,iPhone 12,iOS 17,HIGH,NullPointerException,0
T0723,2025-11-28,Payment,iPhone 15,iOS 18,CRITICAL,NetworkError,0
T0888,2025-08-07,AccountSecurity,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0539,2025-08-31,AccountSecurity,iPhone 15,iOS 18,CRITICAL,AuthError,0
T0239,2025-08-03,Authentication,Pixel 7,Android 14,HIGH,AuthError,0
T0120,2025-05-21,UPI,Pixel 8,Android 15,HIGH,ValueError,1
T0983,2025-02-21,Authorization,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0612,2025-12-05,OTP,Pixel 7,Android 14,CRITICAL,ValueError,0
T0877,2025-11-12,AccountSecurity,Samsung A34,Android 13,HIGH,TimeoutError,1
T0264,2025-11-24,Payment,Samsung A34,Android 13,MEDIUM,ValueError,0
T0646,2025-01-14,Transaction,Samsung S24,Android 15,CRITICAL,NullPointerException,0
T0803,2025-10-25,OTP,Samsung A54,Android 14,CRITICAL,NullPointerException,1
T0447,2025-12-13,Authorization,Samsung A34,Android 13,HIGH,ValueError,0
T0293,2025-12-13,Authentication,Pixel 7,Android 14,CRITICAL,TimeoutError,0
T0772,2025-02-26,Authorization,Pixel 8,Android 15,HIGH,ValueError,0
T0146,2025-09-10,Authorization,Samsung A54,Android 14,CRITICAL,AuthError,1
T0567,2025-07-21,UPI,iPhone 15,iOS 18,HIGH,NetworkError,0
T0190,2025-11-15,Transaction,iPhone 14,iOS 17,CRITICAL,NetworkError,1
T0981,2025-12-05,UPI,iPhone 12,iOS 17,CRITICAL,NetworkError,0
T0302,2025-04-18,UPI,Pixel 8,Android 15,HIGH,ValueError,1
T0257,2025-09-29,UPI,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0215,2025-05-14,UPI,Pixel 8,Android 15,CRITICAL,ValueError,0
T0345,2025-06-15,AccountSecurity,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0644,2025-03-17,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0190,2025-08-16,Transaction,iPhone 14,iOS 17,HIGH,AuthError,1
T0859,2025-12-18,OTP,Pixel 8,Android 15,MEDIUM,TimeoutError,1
T0915,2025-08-14,Payment,Pixel 7,Android 14,HIGH,ValueError,1
T0742,2025-07-01,FraudDetection,Pixel 7,Android 14,HIGH,TimeoutError,1
T0077,2025-04-25,UPI,Pixel 7,Android 14,HIGH,AuthError,0
T0462,2025-04-26,OTP,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0252,2025-10-02,Authorization,Pixel 7,Android 14,HIGH,AssertionError,1
T0124,2025-04-26,FraudDetection,Pixel 7,Android 14,MEDIUM,AssertionError,1
T0257,2025-12-19,UPI,iPhone 14,iOS 17,HIGH,NetworkError,1
T0862,2025-09-20,FraudDetection,Samsung A54,Android 14,HIGH,NullPointerException,0
T0529,2025-05-17,Authentication,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0646,2025-08-19,Transaction,Samsung S24,Android 15,CRITICAL,NetworkError,0
T0529,2025-02-15,Authentication,Pixel 7,Android 14,HIGH,NetworkError,0
T0875,2025-04-02,OTP,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0223,2025-07-17,AccountSecurity,Samsung A34,Android 13,MEDIUM,ValueError,0
T0838,2025-01-02,AccountSecurity,Samsung A54,Android 14,HIGH,NullPointerException,0
T0178,2025-03-16,Transaction,Pixel 7,Android 14,MEDIUM,NetworkError,1
T0024,2025-09-15,Authorization,Samsung S24,Android 15,CRITICAL,NetworkError,1
T0223,2025-04-02,AccountSecurity,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0412,2025-05-12,AccountSecurity,iPhone 12,iOS 17,HIGH,AuthError,1
T0284,2025-12-08,Payment,iPhone 14,iOS 17,HIGH,AuthError,0
T0647,2025-05-14,Payment,Samsung A34,Android 13,MEDIUM,NullPointerException,0
T0981,2025-10-28,UPI,iPhone 12,iOS 17,MEDIUM,NullPointerException,0
T0926,2025-09-11,FraudDetection,Samsung A54,Android 14,HIGH,NetworkError,1
T0464,2025-10-25,OTP,Samsung S24,Android 15,CRITICAL,ValueError,0
T0267,2025-10-13,Transaction,Pixel 7,Android 14,CRITICAL,TimeoutError,1
T0729,2025-12-26,Payment,Samsung A54,Android 14,HIGH,NetworkError,0
T0997,2025-10-07,Payment,Samsung S24,Android 15,HIGH,NetworkError,1
T0716,2025-05-17,Authentication,iPhone 14,iOS 17,CRITICAL,NullPointerException,1
T0477,2025-09-16,AccountSecurity,iPhone 15,iOS 18,HIGH,NullPointerException,1
T0577,2025-07-31,Transaction,iPhone 14,iOS 17,HIGH,NullPointerException,1
T0960,2025-11-15,OTP,iPhone 12,iOS 17,CRITICAL,TimeoutError,1
T0827,2025-09-02,OTP,Pixel 8,Android 15,HIGH,NullPointerException,1
T0351,2025-09-02,UPI,iPhone 12,iOS 17,CRITICAL,NullPointerException,1
T0436,2025-08-20,FraudDetection,Samsung A54,Android 14,HIGH,NullPointerException,1
T0823,2025-04-17,FraudDetection,iPhone 15,iOS 18,HIGH,TimeoutError,1
T0090,2025-10-08,OTP,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0406,2025-04-08,UPI,Samsung A34,Android 13,CRITICAL,NullPointerException,0
T0539,2025-11-19,AccountSecurity,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0827,2025-05-22,OTP,Pixel 8,Android 15,HIGH,ValueError,0
T0741,2025-11-06,AccountSecurity,iPhone 15,iOS 18,MEDIUM,AssertionError,1
T0991,2025-06-19,AccountSecurity,Pixel 7,Android 14,CRITICAL,AuthError,1
T0011,2025-07-27,FraudDetection,iPhone 14,iOS 17,CRITICAL,AssertionError,0
T0733,2025-11-19,UPI,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0508,2025-08-03,OTP,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0825,2025-01-18,FraudDetection,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0669,2025-12-13,OTP,iPhone 14,iOS 17,CRITICAL,NullPointerException,0
T0840,2025-02-18,Transaction,Samsung S24,Android 15,MEDIUM,ValueError,1
T0169,2025-05-29,Authentication,Samsung A54,Android 14,HIGH,NetworkError,0
T0247,2025-01-12,Transaction,Pixel 7,Android 14,MEDIUM,AssertionError,1
T0286,2025-11-09,Payment,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0320,2025-01-07,AccountSecurity,iPhone 15,iOS 18,HIGH,NullPointerException,0
T0845,2025-10-17,Payment,Samsung A54,Android 14,CRITICAL,AssertionError,0
T0502,2026-01-01,Authorization,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0969,2025-01-12,OTP,Samsung A54,Android 14,HIGH,AssertionError,1
T0030,2025-06-15,Payment,Pixel 8,Android 15,MEDIUM,NullPointerException,1
